Time,O,H,L,C,V
29/11/2019 03:00:00,1.101,1.10116,1.10092,1.10106,829
29/11/2019 04:00:00,1.10108,1.10119,1.10098,1.10104,414
29/11/2019 05:00:00,1.10106,1.10126,1.101,1.10104,742
29/11/2019 06:00:00,1.10106,1.10115,1.1009,1.10092,1089
29/11/2019 07:00:00,1.10091,1.10135,1.10068,1.10112,1953
29/11/2019 08:00:00,1.10114,1.10122,1.1005,1.10052,1982
29/11/2019 09:00:00,1.10054,1.10109,1.10022,1.10047,2498
29/11/2019 10:00:00,1.10049,1.1007,1.1001,1.10048,1955
29/11/2019 11:00:00,1.10049,1.1005,1.09936,1.09963,1908
29/11/2019 12:00:00,1.09964,1.10003,1.09944,1.09965,2116
29/11/2019 13:00:00,1.09964,1.09964,1.09812,1.09926,3582
29/11/2019 14:00:00,1.09922,1.10028,1.099,1.10001,3308
29/11/2019 15:00:00,1.10002,1.10282,1.09988,1.10276,5064
29/11/2019 16:00:00,1.10278,1.10281,1.10146,1.1019,4665
29/11/2019 17:00:00,1.10188,1.10228,1.10162,1.10162,2911
29/11/2019 18:00:00,1.10164,1.10234,1.10161,1.10171,2591
29/11/2019 19:00:00,1.10171,1.10177,1.10161,1.10174,2976
29/11/2019 20:00:00,1.10175,1.1018,1.10164,1.10167,1072
29/11/2019 21:00:00,1.10166,1.10221,1.10143,1.1018,1681
01/12/2019 22:00:00,1.10244,1.1026,1.10206,1.10209,770
01/12/2019 23:00:00,1.1021,1.10213,1.1017,1.10184,965
02/12/2019 00:00:00,1.10181,1.10196,1.10153,1.10195,1383
02/12/2019 01:00:00,1.10196,1.10208,1.10177,1.10183,899
02/12/2019 02:00:00,1.10184,1.10212,1.10168,1.10168,706
02/12/2019 03:00:00,1.1017,1.10188,1.10167,1.10179,676
02/12/2019 04:00:00,1.1018,1.10206,1.10179,1.10186,442
02/12/2019 05:00:00,1.10184,1.10204,1.10182,1.10191,695
02/12/2019 06:00:00,1.10192,1.10192,1.10162,1.10168,916
02/12/2019 07:00:00,1.10166,1.10227,1.1016,1.10172,2982
02/12/2019 08:00:00,1.1017,1.10212,1.10132,1.10134,3576
02/12/2019 09:00:00,1.10136,1.1017,1.1011,1.10143,2640
02/12/2019 10:00:00,1.10142,1.10168,1.10116,1.10116,1864
02/12/2019 11:00:00,1.10117,1.10154,1.10076,1.10082,2408
02/12/2019 12:00:00,1.10084,1.10192,1.1003,1.10188,2836
02/12/2019 13:00:00,1.1019,1.10368,1.1019,1.10327,3766
02/12/2019 14:00:00,1.10328,1.10464,1.10327,1.10445,3800
02/12/2019 15:00:00,1.10506,1.10766,1.10486,1.10708,7839
02/12/2019 16:00:00,1.1071,1.10897,1.1071,1.10758,4733
02/12/2019 17:00:00,1.10755,1.10778,1.10702,1.1075,3654
02/12/2019 18:00:00,1.10749,1.1079,1.10702,1.10786,2076
02/12/2019 19:00:00,1.10785,1.10824,1.10728,1.10784,1758
02/12/2019 20:00:00,1.10782,1.1085,1.1078,1.10849,1643
02/12/2019 21:00:00,1.10847,1.10847,1.10772,1.10784,1333
02/12/2019 22:00:00,1.10788,1.10825,1.10754,1.10761,1034
02/12/2019 23:00:00,1.10767,1.10779,1.10749,1.1076,1219
03/12/2019 00:00:00,1.10761,1.1078,1.10726,1.10736,1448
03/12/2019 01:00:00,1.10734,1.10742,1.10714,1.10722,921
03/12/2019 02:00:00,1.10724,1.10732,1.10714,1.10727,938
03/12/2019 03:00:00,1.10726,1.10767,1.10716,1.10762,1080
03/12/2019 04:00:00,1.10761,1.10782,1.1074,1.1074,788
03/12/2019 05:00:00,1.10739,1.10752,1.10716,1.10733,876
03/12/2019 06:00:00,1.10732,1.10787,1.1072,1.10786,1072
03/12/2019 07:00:00,1.10787,1.10826,1.10748,1.10766,2392
03/12/2019 08:00:00,1.10765,1.10852,1.1076,1.10844,3589
03/12/2019 09:00:00,1.10843,1.10868,1.10766,1.10836,3544
03/12/2019 10:00:00,1.10837,1.1086,1.1066,1.10728,5382
03/12/2019 11:00:00,1.1073,1.10781,1.10718,1.1075,3181
03/12/2019 12:00:00,1.10752,1.10779,1.10714,1.10736,3050
03/12/2019 13:00:00,1.10734,1.10746,1.1069,1.10724,2840
03/12/2019 14:00:00,1.10722,1.10878,1.107,1.10822,5094
03/12/2019 15:00:00,1.10824,1.10875,1.10758,1.10822,4977
03/12/2019 16:00:00,1.10823,1.10928,1.10782,1.1089,4280
